D, [2011-01-24T12:23:36.629856 #7970] DEBUG -- :   SQL (0.5ms)  SHOW client_min_messages
D, [2011-01-24T12:23:36.712925 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 27)
D, [2011-01-24T12:23:36.714243 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 28)
D, [2011-01-24T12:23:36.715555 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 29)
D, [2011-01-24T12:23:36.716878 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 30)
D, [2011-01-24T12:23:36.718200 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 31)
D, [2011-01-24T12:23:36.719518 #7970] DEBUG -- :   Track Load (0.7ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 32)
D, [2011-01-24T12:23:36.720820 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 33)
D, [2011-01-24T12:23:36.722125 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 34)
D, [2011-01-24T12:23:36.723440 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 35)
D, [2011-01-24T12:23:36.724819 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 36)
D, [2011-01-24T12:23:36.726144 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 37)
D, [2011-01-24T12:23:36.727463 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 38)
D, [2011-01-24T12:23:36.728783 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 39)
D, [2011-01-24T12:23:36.730107 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 40)
D, [2011-01-24T12:23:36.731436 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 41)
D, [2011-01-24T12:23:36.732749 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 42)
D, [2011-01-24T12:23:36.734079 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 43)
D, [2011-01-24T12:23:36.735397 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 44)
D, [2011-01-24T12:23:36.736786 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 45)
D, [2011-01-24T12:23:36.738120 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 46)
D, [2011-01-24T12:23:36.739454 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 47)
D, [2011-01-24T12:23:36.740811 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 48)
D, [2011-01-24T12:23:36.742130 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 49)
D, [2011-01-24T12:23:36.743450 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 50)
D, [2011-01-24T12:23:36.744765 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 51)
D, [2011-01-24T12:23:36.746091 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 52)
D, [2011-01-24T12:23:36.747569 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 53)
D, [2011-01-24T12:23:36.748912 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 54)
D, [2011-01-24T12:23:36.750229 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 55)
D, [2011-01-24T12:23:36.751545 #7970] DEBUG -- :   Track Load (0.7ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 56)
D, [2011-01-24T12:23:36.752855 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 57)
D, [2011-01-24T12:23:36.754161 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 58)
D, [2011-01-24T12:23:36.755470 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 59)
D, [2011-01-24T12:23:36.756772 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 60)
D, [2011-01-24T12:23:36.758078 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 61)
D, [2011-01-24T12:23:36.759479 #7970] DEBUG -- :   Track Load (0.9ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 62)
D, [2011-01-24T12:23:36.760798 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 63)
D, [2011-01-24T12:23:36.762118 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 64)
D, [2011-01-24T12:23:36.763435 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 65)
D, [2011-01-24T12:23:36.764798 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 66)
D, [2011-01-24T12:23:36.766132 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 67)
D, [2011-01-24T12:23:36.767451 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 68)
D, [2011-01-24T12:23:36.768778 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 69)
D, [2011-01-24T12:23:36.770109 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 70)
D, [2011-01-24T12:23:36.771508 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 71)
D, [2011-01-24T12:23:36.772855 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 72)
D, [2011-01-24T12:23:36.774175 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 73)
D, [2011-01-24T12:23:36.775512 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 74)
D, [2011-01-24T12:23:36.776831 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 75)
D, [2011-01-24T12:23:36.778160 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 76)
D, [2011-01-24T12:23:36.779475 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 77)
D, [2011-01-24T12:23:36.780789 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 78)
D, [2011-01-24T12:23:36.782132 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 79)
D, [2011-01-24T12:23:36.783473 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 80)
D, [2011-01-24T12:23:36.784795 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 81)
D, [2011-01-24T12:23:36.786126 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 82)
D, [2011-01-24T12:23:36.787447 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 83)
D, [2011-01-24T12:23:36.788763 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 84)
D, [2011-01-24T12:23:36.790083 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 85)
D, [2011-01-24T12:23:36.791382 #7970] DEBUG -- :   Track Load (0.7ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 86)
D, [2011-01-24T12:23:36.792690 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 87)
D, [2011-01-24T12:23:36.794040 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 88)
D, [2011-01-24T12:23:36.795369 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 89)
D, [2011-01-24T12:23:36.796685 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 90)
D, [2011-01-24T12:23:36.797998 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 91)
D, [2011-01-24T12:23:36.799310 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 92)
D, [2011-01-24T12:23:36.800622 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 93)
D, [2011-01-24T12:23:36.801934 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 94)
D, [2011-01-24T12:23:36.803252 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 95)
D, [2011-01-24T12:23:36.804626 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 96)
D, [2011-01-24T12:23:36.805990 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 97)
D, [2011-01-24T12:23:36.807305 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 98)
D, [2011-01-24T12:23:36.808621 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 99)
D, [2011-01-24T12:23:36.809945 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 100)
D, [2011-01-24T12:23:36.811272 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 101)
D, [2011-01-24T12:23:36.812593 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 102)
D, [2011-01-24T12:23:36.813913 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 103)
D, [2011-01-24T12:23:36.815313 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 104)
D, [2011-01-24T12:23:36.816660 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 105)
D, [2011-01-24T12:23:36.818011 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 106)
D, [2011-01-24T12:23:36.819341 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 107)
D, [2011-01-24T12:23:36.820721 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 108)
D, [2011-01-24T12:23:36.822054 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 109)
D, [2011-01-24T12:23:36.823390 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 110)
D, [2011-01-24T12:23:36.824731 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 111)
D, [2011-01-24T12:23:36.826085 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 112)
D, [2011-01-24T12:23:36.827440 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 113)
D, [2011-01-24T12:23:36.828853 #7970] DEBUG -- :   Track Load (0.9ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 114)
D, [2011-01-24T12:23:36.830267 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 115)
D, [2011-01-24T12:23:36.831594 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 116)
D, [2011-01-24T12:23:36.832925 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 117)
D, [2011-01-24T12:23:36.848642 #7970] DEBUG -- :   Track Load (1.1ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 118)
D, [2011-01-24T12:23:36.850005 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 119)
D, [2011-01-24T12:23:36.851323 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 120)
D, [2011-01-24T12:23:36.852742 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 121)
D, [2011-01-24T12:23:36.854031 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 122)
D, [2011-01-24T12:23:36.855363 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 123)
D, [2011-01-24T12:23:36.856677 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 124)
D, [2011-01-24T12:23:36.857993 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 125)
D, [2011-01-24T12:23:36.859329 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 126)
D, [2011-01-24T12:23:36.860648 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 127)
D, [2011-01-24T12:23:36.861970 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 128)
D, [2011-01-24T12:23:36.863316 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 129)
D, [2011-01-24T12:23:36.864624 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 130)
D, [2011-01-24T12:23:36.865932 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 131)
D, [2011-01-24T12:23:36.867241 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 132)
D, [2011-01-24T12:23:36.868557 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 133)
D, [2011-01-24T12:23:36.869869 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 134)
D, [2011-01-24T12:23:36.871174 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 135)
D, [2011-01-24T12:23:36.872483 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 136)
D, [2011-01-24T12:23:36.873796 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 137)
D, [2011-01-24T12:23:36.875166 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 138)
D, [2011-01-24T12:23:36.876495 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 139)
D, [2011-01-24T12:23:36.877837 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 140)
D, [2011-01-24T12:23:36.879188 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 141)
D, [2011-01-24T12:23:36.880516 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 142)
D, [2011-01-24T12:23:36.881839 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 143)
D, [2011-01-24T12:23:36.883173 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 144)
D, [2011-01-24T12:23:36.884500 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 145)
D, [2011-01-24T12:23:36.885834 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 146)
D, [2011-01-24T12:23:36.887189 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 147)
D, [2011-01-24T12:23:36.888537 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 148)
D, [2011-01-24T12:23:36.889851 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 149)
D, [2011-01-24T12:23:36.891166 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 150)
D, [2011-01-24T12:23:36.892483 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 151)
D, [2011-01-24T12:23:36.893800 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 152)
D, [2011-01-24T12:23:36.895148 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 153)
D, [2011-01-24T12:23:36.896484 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 154)
D, [2011-01-24T12:23:36.897809 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 155)
D, [2011-01-24T12:23:36.899190 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 156)
D, [2011-01-24T12:23:36.900569 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 157)
D, [2011-01-24T12:23:36.901963 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 158)
D, [2011-01-24T12:23:36.903450 #7970] DEBUG -- :   Track Load (0.9ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 159)
D, [2011-01-24T12:23:36.904784 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 160)
D, [2011-01-24T12:23:36.906111 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 161)
D, [2011-01-24T12:23:36.907436 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 162)
D, [2011-01-24T12:23:36.908759 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 163)
D, [2011-01-24T12:23:36.910146 #7970] DEBUG -- :   Track Load (0.8ms)  SELECT "tracks".* FROM "tracks" WHERE ("tracks".album_id = 164)
